TableName,FieldName,FieldPosition,IsKey,DataElement,DataType,Length,Decimals,TextLabel
PROD_VAR_COMBN,NODE_KEY,2,X,/BOBF/CONF_KEY,RAW,16,0,
PRPS2_INC,SORT2,96,,PL_SORT2,CHAR,10,0,Sort string 2
PLP_DATA_INC,SORT2,6,,PL_SORT2,CHAR,10,0,Sort string 2
CRMD_KW_TEMPL,NODE_KEY,3,X,TV_NODEKEY,CHAR,12,0,
FPLA,AUFPL,23,,CO_AUFPL,NUMC,10,0,Opertn task list no.
MPE_OAN_INSTANCE,AUFPL,6,,CO_AUFPL,NUMC,10,0,Opertn task list no.
QAOP,AUFPL,4,,CO_AUFPL,NUMC,10,0,Opertn task list no.
MLST,AUFPL,19,,CO_AUFPL,NUMC,10,0,Opertn task list no.
AFFH,AUFPL,2,X,CO_AUFPL,NUMC,10,0,Opertn task list no.
AFFL,AUFPL,2,X,CO_AUFPL,NUMC,10,0,Opertn task list no.
AFFL_TEXT,AUFPL,2,X,CO_AUFPL,NUMC,10,0,Opertn task list no.
AFRU,AUFPL,66,,CO_AUFPL,NUMC,10,0,Opertn task list no.
AFVC_TEXT,AUFPL,2,X,CO_AUFPL,NUMC,10,0,Opertn task list no.
AFVU,AUFPL,2,X,CO_AUFPL,NUMC,10,0,Opertn task list no.
AFVV,AUFPL,2,X,CO_AUFPL,NUMC,10,0,Opertn task list no.
COBRB,AUFPL,44,,CO_AUFPL,NUMC,10,0,Opertn task list no.
KBED,AUFPL,35,,CO_AUFPL,NUMC,10,0,Opertn task list no.
KBKO,AUFPL,5,,CO_AUFPL,NUMC,10,0,Opertn task list no.
KEKO,AUFPL,79,,CK_AUFPL,NUMC,10,0,Routing No. Operat.
LFM1,ZTERM,14,,DZTERM,CHAR,4,0,Terms of Payment
FPLT,ZTERM,20,,DZTERM,CHAR,4,0,Terms of Payment
T043G,ZTERM,13,,DZTERM_043,CHAR,4,0,Fixed Payment Term
WCOCOH,ZTERM,17,,DZTERM,CHAR,4,0,Terms of Payment
EKKO_PO_D,ZTERM,13,,DZTERM,CHAR,4,0,Terms of Payment
KNB1,ZTERM,26,,DZTERM,CHAR,4,0,Terms of Payment
KNVV,ZTERM,38,,DZTERM,CHAR,4,0,Terms of Payment
T052,ZTERM,2,X,DZTERM,CHAR,4,0,Terms of Payment
T052U,ZTERM,3,X,DZTERM,CHAR,4,0,Terms of Payment
TVZB,ZTERM,2,X,DZTERM,CHAR,4,0,Terms of Payment
PROJS,VTWEG,73,,VTWEG,CHAR,2,0,Distribution Channel
TVTW,VTWEG,2,X,VTWEG,CHAR,2,0,Distribution Channel
KNMT_ADDR,VTWEG,3,X,VTWEG,CHAR,2,0,Distribution Channel
ADCP,FAX_NUMBER,23,,AD_FXNMBR1,CHAR,30,0,Fax
ADR3,FAX_NUMBER,10,,AD_FXNMBR,CHAR,30,0,Fax
ADRC,FAX_NUMBER,62,,AD_FXNMBR1,CHAR,30,0,Fax
/IAM/I_APPL,APPLICATION,2,X,/IAM/APPLICATION,CHAR,3,0,Application
BUT051,FAX_NUMBER,20,,AD_FXNMBR,CHAR,30,0,Fax
COTPLAPPL,APPLICATION,1,X,COTPL_APPL,CHAR,3,0,Template Application
CRMC_SUBOB_CAT,APPLICATION,2,,CRMT_APPLICATION,CHAR,4,0,Application
CNLDST_OBJS,APPLICATION,2,X,CNLDST_APPLIC,CHAR,2,0,Application ID
MSR_I_CHAIN,APPLICATION,3,,MSR_APPLICATION,CHAR,2,0,Application
PROD_VAR_COMBN,CUOBJ,5,,CUOBJ,NUMC,18,0,Internal object no.
CLF_HDR,CUOBJ,7,,CUOBJ,NUMC,18,0,Internal object no.
BGMP,CUOBJ,20,,CUOBJ,NUMC,18,0,Internal object no.
DFKK_VT_I,CUOBJ,76,,CU_INSTANCE_KK,NUMC,18,0,Confign Instance
EMARC3,CUOBJ,26,,CUOBM,NUMC,18,0,Internal object no.
EQUI,CUOBJ,41,,CUOBJ,NUMC,18,0,Internal object no.
KEKO,CUOBJ,80,,CK_CUOBJ,NUMC,18,0,Object Number
INOB,CUOBJ,2,X,CUOBJ,NUMC,18,0,Internal object no.
ESLH,CUOBJ,11,,CUOBJ,NUMC,18,0,Internal object no.
ESSR,CUOBJ,52,,CUOBJ,NUMC,18,0,Internal object no.
ADRC,CITY2,14,,AD_CITY2,CHAR,40,0,District
SER00,CUOBJ,3,,CUOBJ,NUMC,18,0,Internal object no.
PLAS,VERSN,19,,PLNVERSN,CHAR,4,0,Routing Version
PLFH,VERSN,43,,PLNVERSN,CHAR,4,0,Routing Version
PLFL,VERSN,30,,PLNVERSN,CHAR,4,0,Routing Version
PLKO,VERSN,84,,PLNVERSN,CHAR,4,0,Routing Version
PLMZ,VERSN,59,,PLNVERSN,CHAR,4,0,Routing Version
PLPO,VERSN,229,,PLNVERSN,CHAR,4,0,Routing Version
T011,VERSN,2,X,VERSN_011,CHAR,4,0,FS Version
IFLOS,VERSN,4,X,ILOM_VERSN,NUMC,3,0,Version
COBRB,VERSN,28,,VERSN,CHAR,3,0,Version
MAPL,VERSN,26,,PLNVERSN,CHAR,4,0,Routing Version
USR02,VERSN,30,,XUVERSION,CHAR,3,0,
H_TB005,SOURCE,2,X,BU_SOURCE,CHAR,4,0,Data Origin
TC36,VERSN,2,X,KAPVERSION,NUMC,2,0,Version
TB005,SOURCE,2,X,BU_SOURCE,CHAR,4,0,Data Origin
CRMD_ORGMAN_TEMP,OTYPE,2,X,OTYPE,CHAR,2,0,Object type
PRPSS,OTYPE,91,,JV_OTYPE,CHAR,4,0,Joint Venture Object Type
GJV_DATA_1,OTYPE,5,,JV_OTYPE,CHAR,4,0,Joint Venture Object Type
GJV_DATA_3,OTYPE,5,,JV_OTYPE,CHAR,4,0,Joint Venture Object Type
DPR_TS_RESP_ORG_KEY,OTYPE,2,,OTYPE,CHAR,2,0,Object type
PROJ2_INC,OTYPE,79,,JV_OTYPE,CHAR,4,0,Joint Venture Object Type
PROJS,OTYPE,84,,JV_OTYPE,CHAR,4,0,Joint Venture Object Type
PRPS2_INC,OTYPE,103,,JV_OTYPE,CHAR,4,0,Joint Venture Object Type
FMLS_PRICE_XBEW_KEY,OTYPE,10,,FML_OTYPE,CHAR,1,0,Type of Valuation
KEKO,OTYPE,161,,PVS_OTYPE,CHAR,1,0,Object Type
T778O,OTYPE,2,X,OTYPE,CHAR,2,0,Object type
T050T,MSGID,3,X,MSGID,CHAR,20,0,Message class
RTST_CPR_COUNT,STORAGELOCATION,4,,LGORT_D,CHAR,4,0,Storage Location
DFKK_VT_I,VALFR,12,,VALID_FROM_KK,DEC,15,0,Valid From
ADRC,HOME_CITY,17,,AD_CITY3,CHAR,40,0,Different City
CUSTMAT_TXT,SALESORGANIZATION,7,,VKORG,CHAR,4,0,Sales Organization
ADCP,TEL_NUMBER,21,,AD_TLNMBR1,CHAR,30,0,Telephone
ADR2,TEL_NUMBER,10,,AD_TLNMBR,CHAR,30,0,Telephone
ADRC,TEL_NUMBER,60,,AD_TLNMBR1,CHAR,30,0,Telephone
H_T024,TEL_NUMBER,6,,AD_TLNMBR,CHAR,30,0,Telephone
BUT051,TEL_NUMBER,18,,AD_TLNMBR,CHAR,30,0,Telephone
T024,TEL_NUMBER,7,,AD_TLNMBR,CHAR,30,0,Telephone
ADRC,PO_BOX_LOBBY,90,,AD_PO_BOX_LBY,CHAR,40,0,PO Box Lobby
ADRC,TOWNSHIP,96,,AD_TOWNSHIP,CHAR,40,0,Township
ADRTOWNSHIPT,TOWNSHIP,8,,AD_TOWNSHIP,CHAR,40,0,Township
PRTE,PEINH,16,,PS_PEINH,UNIT,3,0,Unit of measure
CKMLCR,PEINH,8,,CK_PEINH_1,DEC,5,0,Price Unit
CKMLPR,PEINH,5,,PEINH,DEC,5,0,Price unit
EBEW,PEINH,14,,PEINH,DEC,5,0,Price unit
EBEWH,PEINH,16,,PEINH,DEC,5,0,Price unit
FMLS_PRICE_MAIN,PEINH,3,,PEINH,DEC,5,0,Price unit
OBEW,PEINH,13,,PEINH,DEC,5,0,Price unit
OBEWH,PEINH,15,,PEINH,DEC,5,0,Price unit
STPO,PEINH,49,,PEINH,DEC,5,0,Price unit
TPOOL,PEINH,5,,PEINH,DEC,5,0,Price unit
QBEW,PEINH,13,,PEINH,DEC,5,0,Price unit
QBEWH,PEINH,15,,PEINH,DEC,5,0,Price unit
PLPO,PEINH,103,,EPEIN,DEC,5,0,Price unit
MBEW,PEINH,13,,PEINH,DEC,5,0,Price unit
MBEWH,PEINH,13,,PEINH,DEC,5,0,Price unit
EINE,PEINH,36,,EPEIN,DEC,5,0,Price unit
EMBEW1,PEINH,6,,PEINH,DEC,5,0,Price unit
GMGR,KOKRS,63,,KOKRS,CHAR,4,0,Controlling Area
TKA01,KOKRS,2,X,KOKRS,CHAR,4,0,Controlling Area
TPMIM,KOKRS,6,,PMAIPP_KOKRS,CHAR,1,0,Controlling area
SDOKLOCL,CREA_TIME,3,,SDOK_CRTST,NUMC,14,0,Created At
SDOKPHCL,CREA_TIME,3,,SDOK_CRTST,NUMC,14,0,Created At
SDOKSTCAE,CREA_TIME,3,,SDOK_CRTST,NUMC,14,0,Created At
TOJTB,CREA_TIME,13,,SWO_CREATI,TIMS,6,0,Time
DMS_PH_CD1,CREA_TIME,11,,SDOK_CRTST,NUMC,14,0,Created At
ADRC,DELI_SERV_NUMBER,92,,AD_DELIVERY_SERVICE_NUMBER,CHAR,10,0,Number of Delivery Service
BUT051,FAX_EXTENS,21,,AD_FXXTNS,CHAR,10,0,Extension
ADCP,FAX_EXTENS,24,,AD_FXXTNS1,CHAR,10,0,Extension
ADR3,FAX_EXTENS,11,,AD_FXXTNS,CHAR,10,0,Extension
ADRC,FAX_EXTENS,63,,AD_FXXTNS1,CHAR,10,0,Extension
TF004,RYEAR,7,,FC_RYEAR,NUMC,4,0,Fiscal year
ACDOCA_M_EXTRACT,RYEAR,11,,GJAHR_POS,NUMC,4,0,G/L Fiscal Year
IFLOT,HANDLE,55,,ITOBTMP_TSEGGUID,CHAR,22,0,Handle
QMEL,HANDLE,109,,TSEGGUID,CHAR,22,0,Handle
QMSM,HANDLE,38,,TSEGGUID,CHAR,22,0,Handle
EQUI,HANDLE,66,,ITOBTMP_TSEGGUID,CHAR,22,0,Handle
VTTK,HANDLE,85,,TSEGGUID,CHAR,22,0,Handle
VBEP,HANDLE,78,,GUID_16,RAW,16,0,GUID 16
VBLB,HANDLE,58,,GUID_32,CHAR,32,0,GUID 16
SWWWIHEAD,HANDLE,33,,SWT_HANDL_,NUMC,12,0,Workflow trace ID
TTSTR,HANDLE,6,,TSTRHANDLE,CHAR,32,0,Time stream handle
CKMLCR,POPER,4,X,POPER,NUMC,3,0,Posting Period
CKMLPP,POPER,4,X,POPER,NUMC,3,0,Posting Period
T009C,POPER,4,X,POPER,NUMC,3,0,Posting Period
FAAT_DOC_IT,POPER,23,,POPER,NUMC,3,0,Posting Period
FAAT_D_PV_VALUES,POPER,10,,POPER,NUMC,3,0,Posting Period
FAAT_PLAN_VALUES,POPER,8,X,POPER,NUMC,3,0,Posting Period
ACDOCA_M_EXTRACT,POPER,12,,POPER,NUMC,3,0,Posting Period
KEKO,POPER,65,,POPER,NUMC,3,0,Posting Period
ADCP,ROOMNUMBER,13,,AD_ROOMNUM,CHAR,10,0,Room Number
ADRC,ROOMNUMBER,49,,AD_ROOMNUM,CHAR,10,0,Room Number
USER_ADDR,ROOMNUMBER,9,X,AD_ROOMNUM,CHAR,10,0,Room Number
MSFDH,CHARG,4,X,CHARG_D,CHAR,10,0,Batch
MSKAH,CHARG,5,X,CHARG_D,CHAR,10,0,Batch
MSKUH,CHARG,4,X,CHARG_D,CHAR,10,0,Batch
MSLBH,CHARG,4,X,CHARG_D,CHAR,10,0,Batch
MSPRH,CHARG,5,X,CHARG_D,CHAR,10,0,Batch
MSTB,CHARG,4,X,CHARG_D,CHAR,10,0,Batch
MSTBH,CHARG,4,X,CHARG_D,CHAR,10,0,Batch
QMFE,CHARG,68,,CHARG_D,CHAR,10,0,Batch
MKOLH,CHARG,5,X,CHARG_D,CHAR,10,0,Batch
/SAPAPO/HEURIST,ICON,4,,ICON_D,CHAR,4,0,
T778O,ICON,4,,ICONNAME,CHAR,30,0,Icon Name
/SHCM/HRP5090,VARYF,10,X,VARYF,CHAR,10,0,Variation field
/SHCM/HRP5092,VARYF,10,X,VARYF,CHAR,10,0,Variation field
HRP1001,VARYF,11,X,VARYF,CHAR,10,0,Variation field
HRP7600,VARYF,10,X,VARYF,CHAR,10,0,Variation field
TTSTR,RELID,5,,TSTRRELID,CHAR,2,0,Area
STXL,RELID,2,X,SYCHAR02,CHAR,2,0,
ADRC,ADDRESS_ID,84,,AD_ADDR_ID,CHAR,10,0,Address ID
TFK000,APPLK,2,X,APPLK_KK,CHAR,1,0,Application Area
TFK002A,APPLK,2,X,APPLK_KK,CHAR,1,0,Application Area
TFK002AT,APPLK,3,X,APPLK_KK,CHAR,1,0,Application Area
TFK003,APPLK,2,X,APPLK_KK,CHAR,1,0,Application Area
TFK042ZA,APPLK,4,X,APPLK_KK,CHAR,1,0,Application Area
DFKKBIX_BIP_H,APPLK,9,,APPLK_KK,CHAR,1,0,Application Area
FKKVK,APPLK,9,,APPLK_KK,CHAR,1,0,Application Area
MAMT,LFDNR,6,X,LFDNR_MAMT,NUMC,2,0,Consecutive number
TWLAD,LFDNR,4,X,LFDNR_TWLAD,CHAR,3,0,Sequential number
WRSZ,LFDNR,3,X,LFDNR5,NUMC,5,0,Sequence Number
COBRB,LFDNR,6,X,BR_LFDNR,NUMC,7,0,Sequence Number
TSTL,LFDNR,3,X,TAFOL,NUMC,1,0,Tax sequence
MKPF,CPUTM,10,,CPUTM,TIMS,6,0,Time of Entry
FAAT_DOC_IT,CPUTM,75,,CPUTM,TIMS,6,0,Time of Entry
COBK,CPUTM,38,,CPUTM,TIMS,6,0,Time of Entry
ANEK,CPUTM,11,,CPUTM,TIMS,6,0,Time of Entry
NSDM_S_PERIODS_AND_TIME,CPUTM,3,,CPUTM,TIMS,6,0,Time of Entry
QAMB,CPUTM,9,,CPUTM,TIMS,6,0,Time of Entry
EKBE,CPUTM,30,,CPUTM,TIMS,6,0,Time of Entry
EKBEH,CPUTM,30,,CPUTM,TIMS,6,0,Time of Entry
ADRC,PCODE2_EXT,25,,AD_PST2XT,CHAR,10,0,Postl Code Extension
ADRC,PCODE1_EXT,24,,AD_PST1XT,CHAR,10,0,Postl Code Extension
ADRC,CHCKSTATUS,19,,AD_CHECKST,CHAR,1,0,Test stat./City file
NSDM_S_REFERENCES,EBELP,12,,EBELP,NUMC,5,0,Item
RSDB,EBELP,10,,EBELP,NUMC,5,0,Item
EKBEH,EBELP,3,X,EBELP,NUMC,5,0,Item
FCLM_BAM_HIERRT,BANKL,14,,BANKK,CHAR,15,0,Bank Key
FCLM_BRM_RU_ASGN,BANKL,3,X,BANKL,CHAR,15,0,Bank Number
BNKA,BANKL,3,X,BANKK,CHAR,15,0,Bank Key
BNKAIN,BANKL,3,X,BANKK,CHAR,15,0,Bank Key
BP001,BANKL,23,,BANKK,CHAR,15,0,Bank Key
BPI001_ORG,BANKL,10,,BANKK,CHAR,15,0,Bank Key
TIBAN,BANKL,3,X,BANKK,CHAR,15,0,Bank Key
BUS0BK_CHAR,BANKL,2,,BU_BANKK,CHAR,15,0,Bank Key
BUT0BK,BANKL,7,,BU_BANKK,CHAR,15,0,Bank Key
T012,BANKL,5,,BANKK,CHAR,15,0,Bank Key
LFBK,BANKL,4,X,BANKK,CHAR,15,0,Bank Key
ADRC,PCODE3_EXT,26,,AD_PST3XT,CHAR,10,0,Postl Code Extension
/SHCM/HRP5090,REASN,17,,REASN,CHAR,2,0,Reason
/SHCM/HRP5092,REASN,17,,REASN,CHAR,2,0,Reason
TF173,REASN,2,X,FC_REASN,CHAR,2,0,Reason for inclusion
HRP1000,REASN,15,,REASN,CHAR,2,0,Reason
HRP1001,REASN,19,,REASN,CHAR,2,0,Reason
HRP1002,REASN,18,,REASN,CHAR,2,0,Reason
HRP7600,REASN,17,,REASN,CHAR,2,0,Reason
PS0001_SAP,ENAME,20,,EMNAM,CHAR,40,0,Employee/app.name
PA0001,ENAME,47,,EMNAM,CHAR,40,0,Employee/app.name
TNRO,ENAME,31,,AUTHOR,CHAR,12,0,Author
QASH,ENAME,39,,ERNAM,CHAR,12,0,Created By
FM01,SEQUENCE,33,,FM_SEQUENC,NUMC,1,0,Ranking Order
/SAPAPO/HEURPACK,SEQUENCE,8,,/SAPAPO/HEUR_SEQUENCE,NUMC,4,0,PlanSequenceNumber
TF550,UZEIT,9,,FC_UZEIT,TIMS,6,0,Time
MAPR,UZEIT,8,,SYUZEIT,TIMS,6,0,Time
MARV,UZEIT,13,,UZEIT,TIMS,6,0,Time
EKET,UZEIT,14,,LZEIT,TIMS,6,0,Time
SER05,UZEIT,6,,UZEIT,TIMS,6,0,Time
T052,KOART,24,,KOART_Z,CHAR,1,0,Account Type
T074T,KOART,3,X,KOART,CHAR,1,0,Account type
T074U,KOART,2,X,KOART,CHAR,1,0,Account type
WBRD,KOART,3,X,WLF_KOART,CHAR,1,0,Account Type
J_1AFITP,KOART,2,X,KOART,CHAR,1,0,Account type
KBLK,BLART,11,,KBLART,CHAR,2,0,Document Type
TBSL,KOART,4,,KOART,CHAR,1,0,Account type
NSDM_S_HEADER,BLART,1,,BLART,CHAR,2,0,Document Type
TFK003,BLART,3,X,BLART_KK,CHAR,2,0,Document Type
TKBBA,BLART,3,X,FMRE_BLART,CHAR,2,0,Document Type
T003,BLART,2,X,BLART,CHAR,2,0,Document Type
T015L,BLART,3,,DTAW3,NUMC,1,0,Document type for the report record
UST12,FIELD,5,X,XUFIELD,CHAR,10,0,Authorization Field
TC22,FIELD,3,X,CR_FIELD,CHAR,10,0,Field name
PBUSINESSPLACE,ADRNR,4,,ADRNR,CHAR,10,0,Address
BNKA,ADRNR,16,,AD_ADDRNUM,CHAR,10,0,Address Number
T000,ADRNR,5,,CHAR10,CHAR,10,0,
T001,ADRNR,13,,ADRNR,CHAR,10,0,Address
QMEL,ADRNR,51,,CADNR,CHAR,10,0,Address number
TVST,ADRNR,5,,ADRNR,CHAR,10,0,Address
J_1BBRANCH,ADRNR,11,,ADRNR,CHAR,10,0,Address
IHPA,ADRNR,15,,AD_ADDRNUM,CHAR,10,0,Address Number
VBPA,ADRNR,9,,AD_ADDRNUM,CHAR,10,0,Address Number
CEPC,USNAM,7,,ERFNM,CHAR,12,0,Created By
CSKA,USNAM,6,,ERFNM,CHAR,12,0,Created By
CSKB,USNAM,9,,ERFNM,CHAR,12,0,Created By
CSKR,USNAM,14,,ERFNM,CHAR,12,0,Created By
CSLA,USNAM,11,,ERFNM,CHAR,12,0,Created By
MKPF,USNAM,12,,USNAM,CHAR,12,0,User Name
FAAT_DOC_IT,USNAM,76,,UNAME,CHAR,12,0,User Name
COBK,USNAM,14,,SYUNAME,CHAR,12,0,User Name
ANEK,USNAM,14,,USNAM,CHAR,12,0,User Name
LFC1,USNAM,6,,USNAM,CHAR,12,0,User Name
NSDM_S_HEADER,USNAM,13,,USNAM,CHAR,12,0,User Name
T001S,USNAM,5,,FI_USR_NAM,CHAR,12,0,User Name
VBAP,MANDT,1,X,MANDT,CLNT,3,0,Client
VBAP,VBELN,2,X,VBELN_VA,CHAR,10,0,Sales Document
VBAP,POSNR,3,X,POSNR_VA,NUMC,6,0,Sales Document Item
VBAP,MATNR,4,,MATNR,CHAR,40,0,Material
VBAP,MATWA,5,,MATWA,CHAR,40,0,Material Entered
KNC1,USNAM,6,,USNAM,CHAR,12,0,User Name
VBAP,PMATN,6,,PMATN,CHAR,40,0,Pricing Ref. Matl
CRM_JCDS,USNAM,5,,CDUSERNAME,CHAR,12,0,User
VBAP,CHARG,7,,CHARG_D,CHAR,10,0,Batch
VBAP,MATKL,8,,MATKL,CHAR,9,0,Material Group
VBAP,ARKTX,9,,ARKTX,CHAR,40,0,Item Description
VBAP,PSTYV,10,,PSTYV,CHAR,4,0,Item Category
VBAP,POSAR,11,,POSAR,CHAR,1,0,Item Type
VBAP,PROCESS_CODE,12,,TDD_ITEM_PROCESS_CODE,CHAR,1,0,Item Processing Code
VBAP,LFREL,13,,LFREL_AP,CHAR,1,0,Itm Relev.for Deliv.
VBAP,FKREL,14,,FKREL,CHAR,1,0,Relevant for Billing
VBAP,UEPOS,15,,UEPOS,NUMC,6,0,Higher-Level Item
VBAP,GRPOS,16,,GRPOS,NUMC,6,0,Alternative to Item
VBAP,ABGRU,17,,ABGRU_VA,CHAR,2,0,Reason for Rejection
VBAP,PRODH,18,,PRODH_D,CHAR,18,0,Product Hierarchy
VBAP,DISCONTINUED_DATE,19,,DISCONTINUED_DATE,DATS,8,0,Discontinuation Date
VBAP,DISCONTINUED_TIME,20,,DISCONTINUED_TIME,TIMS,6,0,Discontinuation Time
VBAP,FOLLOW_UP_ITEM,21,,FOLLOW_UP_ITEM,NUMC,6,0,Follow-Up Item
VBAP,PICK_HU_IND,22,,TDD_PICK_HU_IND,CHAR,1,0,Apply Picking Criteria for HUs
VBAP,PRODH_UNIV_SALES_PARNT_NODID,24,,NODID,CHAR,40,0,Node ID
VBAP,PRODH_UNIV_SALES_DET_ORIGIN,25,,SD_PRODH_DET_ORIGIN,CHAR,2,0,Relevant Date for Det. of Prod. Hier
VBAP,PRODH_UNIV_BATDET_PARNT_NODID,26,,NODID,CHAR,40,0,Node ID
VBAP,PRODH_UNIV_BATDET_DET_ORIGIN,27,,SD_PRODH_DET_ORIGIN,CHAR,2,0,Relevant Date for Det. of Prod. Hier
VBAP,ZWERT,28,,DZWERT,CURR,13,2,OA Target Value
VBAP,ZMENG,29,,DZMENG,QUAN,13,3,Target Quantity
VBAP,ZIEME,30,,DZIEME,UNIT,3,0,Target Quantity UoM
VBAP,UMZIZ,31,,UMZIZ,DEC,5,0,Conversion Factor
VBAP,UMZIN,32,,UMZIN,DEC,5,0,Conversion Factor
VBAP,MEINS,33,,MEINS,UNIT,3,0,Base Unit of Measure
VBAP,SUBSTN_NUMERATOR,34,,MD_SUBSTN_NUMERATOR,INT2,5,0,Numerator for Conversion
VBAP,SUBSTN_DENOMINATOR,35,,MD_SUBSTN_DENOMINATOR,INT2,5,0,Denominator for Conversion
VBAP,SMENG,36,,SMENG,QUAN,13,3,Scale Quantity
VBAP,ABLFZ,37,,ABLFZ,QUAN,13,3,Rounding qty
VBAP,ABDAT,38,,ABDAT,DATS,8,0,Reconciliation date
VBAP,ABSFZ,39,,ABSFZ,QUAN,13,3,Absolute deviation
VBAP,POSEX,40,,POSEX,CHAR,6,0,Purchase Order Item
VBAP,KDMAT,41,,MATNR_KU,CHAR,35,0,Customer Material
VBAP,KBVER,42,,KBVER,DEC,3,0,Deviation in percent
VBAP,KEVER,43,,KEVER,DEC,3,0,Deviation days
VBAP,VKGRU,44,,VKGRU,CHAR,3,0,Repair: Classification of Items
VBAP,VKAUS,45,,ABRVW,CHAR,3,0,Usage
VBAP,GRKOR,46,,GRKOR,NUMC,3,0,Delivery Group
VBAP,FMENG,47,,FMENG,CHAR,1,0,Quantity is fixed
CRMS4D_MAGR_I,PRODUCT_ID,23,,PRODUCTNUMBER,CHAR,40,0,Product
CRMS4D_ORDPRP_I,PRODUCT_ID,6,,MATNR,CHAR,40,0,Material
CRMS4D_REPA_I,PRODUCT_ID,25,,PRODUCTNUMBER,CHAR,40,0,Product
VBAP,UEBTK,48,,UEBTK_V,CHAR,1,0,Unlimited Tolerance
VBAP,UEBTO,49,,UEBTO,DEC,3,1,Overdeliv. Tolerance
VBAP,UNTTO,50,,UNTTO,DEC,3,1,Underdel. Tolerance
VBAP,FAKSP,51,,FAKSP_AP,CHAR,2,0,Billing Block
VBAP,ATPKZ,52,,ATPKZ,CHAR,1,0,Replacement Part
VBAP,RKFKF,53,,RKFKF,CHAR,1,0,Billing meth. CO/PPC
VBAP,SPART,54,,SPART,CHAR,2,0,Division
VBAP,GSBER,55,,GSBER,CHAR,4,0,Business Area
VBAP,NETWR,56,,NETWR_AP,CURR,15,2,Net Value
VBAP,WAERK,57,,WAERK,CUKY,5,0,Document Currency
VBAP,ANTLF,58,,ANTLF,DEC,1,0,Max.Part.Deliveries
VBAP,KZTLF,59,,KZTLF,CHAR,1,0,Part.dlv./item
VBAP,RESOURCE_ID,60,,NSDM_RESOURCENAME_SID,CHAR,40,0,Resource Name (Stock Identifier)
VBAP,CHSPL,61,,CHSPL,CHAR,1,0,Batch split allowed
VBAP,KWMENG,62,,KWMENG,QUAN,15,3,Order Quantity
VBAP,LSMENG,63,,LSMENG,QUAN,15,3,Required Deliv. Qty
VBAP,KBMENG,64,,KBMENG,QUAN,15,3,Cumltv Confd Qty(SU)
VBAP,KLMENG,65,,KLMENG,QUAN,15,3,Cumltv Confd Qty(BU)
VBAP,VRKME,66,,VRKME,UNIT,3,0,Sales Unit
VBAP,UMVKZ,67,,UMVKZ,DEC,5,0,Numerator
VBAP,UMVKN,68,,UMVKN,DEC,5,0,Denominator
VBAP,BRGEW,69,,BRGEW_AP,QUAN,15,3,Gross Weight
VBAP,NTGEW,70,,NTGEW_AP,QUAN,15,3,Net Weight
VBAP,GEWEI,71,,GEWEI,UNIT,3,0,Unit of Weight
VBAP,VOLUM,72,,VOLUM_AP,QUAN,15,3,Volume
VBAP,VOLEH,73,,VOLEH,UNIT,3,0,Volume Unit
VBAP,VBELV,74,,VBELV,CHAR,10,0,Originating Document
VBAP,POSNV,75,,POSNV,NUMC,6,0,Originating Item
VBAP,VGBEL,76,,VGBEL,CHAR,10,0,Reference Document
VBAP,VGPOS,77,,VGPOS,NUMC,6,0,Reference Item
VBAP,VOREF,78,,VOREF,CHAR,1,0,Complete Reference
VBAP,UPFLU,79,,UPFLV,CHAR,1,0,Update Document Flow
VBAP,ERLRE,80,,ERLRE,CHAR,1,0,Completion Rule
VBAP,LPRIO,81,,LPRIO,NUMC,2,0,Delivery Priority
VBAP,WERKS,82,,WERKS_EXT,CHAR,4,0,Plant
VBAP,LGORT,83,,LGORT_D,CHAR,4,0,Storage Location
VBAP,VSTEL,84,,VSTEL,CHAR,4,0,Shipping Point/Receiving Pt
VBAP,ROUTE,85,,ROUTE,CHAR,6,0,Route
VBAP,STKEY,86,,STKEY,CHAR,1,0,BOM origin
VBAP,STDAT,87,,STDAT,DATS,8,0,BOM key date
VBAP,STLNR,88,,STNUM,CHAR,8,0,Bill of Material
VBAP,STPOS,89,,STPOS_VBAP,DEC,5,0,Bill of material item number
VBAP,AWAHR,90,,AWAHR,NUMC,3,0,Order Probability
VBAP,ERDAT,91,,ERDAT,DATS,8,0,Created On
VBAP,ERNAM,92,,ERNAM,CHAR,12,0,Created By
VBAP,ERZET,93,,ERZET,TIMS,6,0,Time
VBAP,TAXM1,94,,TAXMT,CHAR,1,0,Tax Classifc. Mat.
VBAP,TAXM2,95,,TAXMT,CHAR,1,0,Tax Classifc. Mat.
VBAP,TAXM3,96,,TAXMT,CHAR,1,0,Tax Classifc. Mat.
VBAP,TAXM4,97,,TAXMT,CHAR,1,0,Tax Classifc. Mat.
VBAP,TAXM5,98,,TAXMT,CHAR,1,0,Tax Classifc. Mat.
VBAP,TAXM6,99,,TAXMT,CHAR,1,0,Tax Classifc. Mat.
VBAP,TAXM7,100,,TAXMT,CHAR,1,0,Tax Classifc. Mat.
/SAPAPO/MATKEY,MATKL,45,,/SAPAPO/MATKL_P,CHAR,9,0,Material Group
VBAP,TAXM8,101,,TAXMT,CHAR,1,0,Tax Classifc. Mat.
VBAP,TAXM9,102,,TAXMT,CHAR,1,0,Tax Classifc. Mat.
VBAP,VBEAF,103,,VBEAF,DEC,5,2,Fixed process. time
