ElementName,DataType,Length,Decimals,TextLabel
SSTN_ENVIRONMENT_FINE,CURR,000013,000002,Environmental Fine
SSTN_SOCIAL_FINE,CURR,000013,000002,Social Fine
VKWRA,CURR,000013,000002,Sales Value w/o VAT
VKWRT,CURR,000013,000002,Sales Value inc. VAT
AGRZR,NUMC,000002,000000,Accrual period
BLZEIL,NUMC,000002,000000,Block line number
COMMITMENT,CURR,000013,000002,Expected Value
I_HIER,NUMC,000002,000000,Hierarchy
J_1BEXBASE,CURR,000013,000002,Alt. base amount
EXBWR,CURR,000013,000002,Ext. Amount in LC
EXVKW,CURR,000013,000002,Sales Value
KUDIF,CURR,000013,000002,Exch. Rate Diff. Amt
MMPUR_REQ_LMT_CNSMPN_VALUE,CURR,000013,000002,Consumption Value for Limit Items
NSDM_STOCK_VKWRT,CURR,000013,000002,Sales Value incl. VAT
HISTUNR,NUMC,000002,000000,Hierarchy level
HSCABS,CURR,000013,000002,Absolute surcharge
HSCMAX,CURR,000013,000002,Maximum handling surcharge
HSCMIN,CURR,000013,000002,Minimum handling surcharge
RDZAE,NUMC,000006,000000,Level
STTAX,CURR,000013,000002,Statistical Tax Amount in Document Crcy
SUMLIMIT,CURR,000013,000002,Overall Limit
WITEMSP,NUMC,000006,000000,Max. Number of Items
WLF_MAX_SOURCE_DOCS,NUMC,000006,000000,Max. Number of Source Docs
W_PDANZ,NUMC,000006,000000,Number of items
W_PLANZ,NUMC,000006,000000,Number of items
W_VAANZ,NUMC,000006,000000,Number of items
/SAPAPO/CRES_OUTPUT_RATE,NUMC,000006,000000,Output Rate
CRMS4_EXT_REF_COUNTER,NUMC,000006,000000,External Reference Counter
JV_BILL_THRESH,CURR,000013,000002,Billing thresh (deb)
JV_BILL_THRESH_C,CURR,000013,000002,Billing thresh (cr)
JV_FLATRAT,CURR,000013,000002,Flat Rate Overhead
ML_MLPOS,NUMC,000006,000000,Item
FM_XDOCLN,NUMC,000006,000000,FM Reference Line Item
RZAEH,FLTP,000016,000016,CompConfReading
SDOK_FNUMB,NUMC,000010,000000,File Number
SZAEH,FLTP,000016,000016,StartCounterReading
/ILE/TAPCGK_EXT,NUMC,000010,000000,Annexing Package Extend
/SAPAPO/LOC_HORIZGPS,FLTP,000016,000016,Longitude
/SAPAPO/LOC_VERTIGPS,FLTP,000016,000016,Latitude
ABGES_CM,FLTP,000016,000016,Guaranteed
ATINC,FLTP,000016,000016,Increment
ATTLB,FLTP,000016,000016,Tolerance to
ATTLV,FLTP,000016,000016,Tolerance from
CMPRE_FLT,FLTP,000016,000016,Credit Price
NUMC10,NUMC,000010,000000,Field length 10
NZAEH,FLTP,000016,000016,Next TL cntr reading
QMGPOS,QUAN,000013,000003,Item Quantity
QSMMNG,QUAN,000013,000003,Quantity
QTSKTIMEBASEDEFFORT,QUAN,000013,000003,Time Effort
QURMNG,QUAN,000013,000003,Quantity
SWW_CT,TIMS,000006,000000,Creation Time
/CWM/DABMG,QUAN,000013,000003,CW MRP Reduced Quantity
/CWM/ETMEN,QUAN,000013,000003,Schedule Line Qty in Base/Parallel UoM
W_AUFME,QUAN,000013,000003,Alloc. table qnty
W_PABBM_OFFER_DSC,QUAN,000013,000003,Plnd Sales Qty of Discnt-Offer Matl
W_PABBM_OFFER_PRC,QUAN,000013,000003,Plnd Sales Qty of Price-Offer Matl
W_PABLM,QUAN,000013,000003,Logistics quantity
W_PDMGE,QUAN,000013,000003,Quantity log. units
W_PLMGE,QUAN,000013,000003,Qty logistics units
W_VAMGE,QUAN,000013,000003,Quantity log. units
AEUZEIT,TIMS,000006,000000,Changed at
CK_ABRUHR,TIMS,000006,000000,Time of Pr. Determ
E_AEUZEIT,TIMS,000006,000000,Changed at
FC_UZEIT,TIMS,000006,000000,Time
OII_KAPAZ,QUAN,000013,000003,Maximum capacity
OII_MXMAS,QUAN,000013,000003,Max. safety weight
GBTMCHANGE,TIMS,000006,000000,Last Changed At
GBTMCREATE,TIMS,000006,000000,Created At
PS_GRSTV,NUMC,000003,000000,Vertical from level
UEBERLAST,NUMC,000003,000000,Overload (%)
ANINV,NUMC,000003,000000,No.of phys.invtories
BOSSUPPLENO,NUMC,000003,000000,Supplementary Number
BU_POSNR_RLTYP,NUMC,000003,000000,Position
CHMVS,NUMC,000003,000000,Quantity proposal
CN_PPLANT,NUMC,000001,000000,Priority plant
CN_PPRJCT,NUMC,000001,000000,Priority project
CN_PSALES,NUMC,000001,000000,Priority sales order
CRES_NUM_OF_PERIODS,NUMC,000003,000000,Number of Periods
CRM_J_CHGNR,NUMC,000003,000000,Change Number
DELCT,NUMC,000003,000000,Time period
DELTAARB,NUMC,000003,000000,Work deviation
DELTADAU,NUMC,000003,000000,Duration deviation
ININV,NUMC,000003,000000,Phys. inv. interval
EROEF,NUMC,000003,000000,Call horizon
J_CHGNR,NUMC,000003,000000,Change number
KAPT_SICHZ,NUMC,000003,000000,Remaining float
KAPT_VORGZ,NUMC,000003,000000,RemainPreProdFloat
FFLAUF,NUMC,000003,000000,ProdGoAhead-Val. Pd.
MFLAUF,NUMC,000003,000000,MatlGoAhead Val. Per
FPLAE,NUMC,000003,000000,LengthStandardPeriod
RFZEI_CC,NUMC,000003,000000,Payment Card Item
/SAPPCE/DPCPNRB,NUMC,000003,000000,Document Seq. No.
CNL_KEYLEN,NUMC,000003,000000,Key length
CNL_MAXLEN,NUMC,000003,000000,Max. line length
INTCN3,NUMC,000003,000000,ISO Code Numeric 3-Chars.
MAXBI,NUMC,000003,000000,Max. no. bill. items
MINDT,NUMC,000003,000000,Min. days for b/exch
PFM_1FFAA,NUMC,000003,000000,Municipal admin.
PFM_1FFAC,NUMC,000003,000000,Central admin.
PFM_1FFFC,NUMC,000003,000000,Community funds
FARR_NUM_OF_POB,INT4,000010,000000,Number of Performance Obligations
QUMAX,QUAN,000015,000003,Maximum quantity
QZAEHLPRZV,NUMC,000004,000000,Item
SCMNG,QUAN,000015,000003,Min. Qty for Splitting Quota
TAGEA,DEC,000003,000000,Number of days
TDD_CMTD_DELIV_QTY_SU,QUAN,000015,000003,Committed Deliv. Quantity in Sales Unit
TDD_CRQQTY_BU,QUAN,000015,000003,Confd Requirement Qty
TDD_REQQTY_BU,QUAN,000015,000003,Requested Sales Order Quantity
TDD_RRQQTY_BU,QUAN,000015,000003,Reqd Requirement Qty
/CWM/EBUMG,QUAN,000015,000003,Qty to Be Posted in PUoM
WRF_PCTR_DATESHIFT_NUMBER,DEC,000003,000000,Number of Date Shifts
WRF_PSCD_WABAZ,DEC,000003,000000,GI Proc. Time
/SAPAPO/MAXEOQ_PERIOD,DEC,000003,000000,Max Days EOQ Period
/SAPAPO/MAXPARENT_POD,DEC,000003,000000,Max EOQ Perd PLoc
/SAPAPO/MAXREORD_POD,DEC,000003,000000,Max. Reorder Point Range of Coverage (d)
/SAPAPO/MHDLP,DEC,000003,000000,% Remaining SL
/SAPAPO/MINEOQ_PERIOD,DEC,000003,000000,Min Days EOQ Period
/SCWM/DE_MAXV,QUAN,000015,000003,Maximum Volume
/SCWM/DE_MAXW,QUAN,000015,000003,Maximum Weight
/SPE/LIEFFZ,QUAN,000015,000003,Cumul. Qty for SchAgr Vendor
AKFFZ,QUAN,000015,000003,ActlCProdGoAheadQty
AKLFZ,QUAN,000015,000003,Actual CmlDlvGoAhQty
AKMFZ,QUAN,000015,000003,Actual CMatGoAhQty
ARDEL,NUMC,000004,000000,Time till deleted
CANUMF,NUMC,000004,000000,Counter for main req
CIFNESTFTR,DEC,000003,000000,Rem.Vol.After Nestng
CQU_SAR,QUAN,000015,000003,Cumulative GRs from Redirected POs
CRMT_GROSS_WEIGHT,QUAN,000015,000003,Gross Weight
CRMT_GROSS_WEIGHT_CUM,QUAN,000015,000003,Gross Weight
CRMT_NET_WEIGHT,QUAN,000015,000003,Net Weight
CRMT_NET_WEIGHT_CUM,QUAN,000015,000003,Net Weight
CRMT_VOLUME,QUAN,000015,000003,Volume
CRMT_VOLUME_CUM,QUAN,000015,000003,Total Volume
I_NOT_DAYS,NUMC,000004,000000,Sel. days -
I_PMIS_DAY,NUMC,000004,000000,No. days -
MSR_CMR_QTY,QUAN,000015,000003,CMR Quantity
MSR_REPLACED_QTY,QUAN,000015,000003,Replaced Quantity
MSR_REPLACE_QTY,QUAN,000015,000003,Replacement Quantity
FSH_PDT_MLT,DEC,000003,000000,Manufacturing Lead Time
FSH_PDT_PLT,DEC,000003,000000,Packing Lead Time
FSH_PDT_RLT,DEC,000003,000000,Replenishment Lead Time for Raw Material
FSH_PDT_TLT,DEC,000003,000000,Transportation Lead Time
HIFFZ,QUAN,000015,000003,Highest CmlPrdGQty
HILFZ,QUAN,000015,000003,Hghst DlvGoAh CmlQty
HIMFZ,QUAN,000015,000003,HghstCmlMatGoAhdQty
POSNO,NUMC,000004,000000,Sequential number
WB2_TOTAL_ANZPU,QUAN,000015,000003,Total Points of the Business Volume
WB2_TOTAL_BRGEW,QUAN,000015,000003,Total Gross Weight of the Bus Volume
WB2_TOTAL_MENGE,QUAN,000015,000003,Total Quantity of the Business Volume
WB2_TOTAL_NTGEW,QUAN,000015,000003,Total Net Weight of the Business Volume
WB2_TOTAL_VOLUM,QUAN,000015,000003,Total Volume of the Business Volume
W_PLIFZ,DEC,000003,000000,Planned deliv. time
BEKKN,NUMC,000002,000000,Seq. No. of PO Acc. Assignment
CYEFZ,QUAN,000015,000003,Cumul. qty at zero
DDLNM_KK,NUMC,000002,000000,Number of Months
JV_EQGNUM,NUMC,000002,000000,Max. Active Equity Groups
JV_INTCALC_FUTURE_PERIODS,NUMC,000002,000000,Future Periods
EXCPE,NUMC,000002,000000,Acceptance Period
PAUSENR,NUMC,000002,000000,Break Number
PINTVD,DEC,000003,000000,Pull Interval [Days]
ABKFZ,QUAN,000015,000003,Cml.qty received
SABWE,QUAN,000013,000003,Valuated GR Blocked Stock: Sales Order
/CWM/STOCK_QTY_L1,QUAN,000013,000003,Stock Quantity for CDS Views BL in PUoM
/CWM/STOCK_QTY_L2,QUAN,000013,000003,Stock Quantity for CDS Views SL in PUoM
/IAM/CONF_KEY,RAW,000016,000000,Node ID
/IAM/INTERNAL_GUID,RAW,000016,000000,GUID-Key
BWESB,QUAN,000013,000003,Valuated Goods Receipt Blocked Stock
KBLMENGE,QUAN,000013,000003,Quantity
KBLPREIS,CURR,000015,000002,Price
NSDM_STOCK_QTY_L1,QUAN,000013,000003,Stock Quantity for CDS Views BL
NSDM_STOCK_QTY_L2,QUAN,000013,000003,Stock Quantity for CDS Views SL
GLGMG,QUAN,000013,000003,Tied Empties
RELEVKZ,NUMC,000010,000000,Relevancy indicator
WKA_HOURS,NUMC,000010,000000,Working time hours
/SAPAPO/GRPTYPE_FIELDNUM,NUMC,000002,000000,No. of Prod. Group Type
FCLM_BAM_ACC_ID,NUMC,000010,000000,Technical ID
FC_BULGH,NUMC,000002,000000,Length of consolidation unit
FC_CGLGH,NUMC,000002,000000,Length of cons group
FC_ITLGH,NUMC,000002,000000,Output length of FS items
FC_VALLGH,NUMC,000002,000000,Length value fields
PROZST,NUMC,000001,000000,No. of Places
/CPD/EFFORT_DEVIATION,QUAN,000015,000003,Effort Deviation
BOSSUPPLESTATUS,NUMC,000001,000000,Supplementary Status
CKI_PLMNG,QUAN,000015,000003,Production Plan Qty
CK_ABKUM,QUAN,000015,000003,Beginning Inventory: Qty at Period Start
CK_EKKUM,QUAN,000015,000003,Quantity from Purchase Orders
CK_EKKUM_A,QUAN,000015,000003,Quantity Settled from Purchase Orders
CK_PBKUM,QUAN,000015,000003,Quantity from Subsequent Adjustments
CK_PBKUM_A,QUAN,000015,000003,Base Quantity from Sub.Adjustments Stld
CK_PBPOPO,QUAN,000015,000003,Base Qty from Subsequent Adjustments
CK_SZKUM,QUAN,000015,000003,Other Receipts/Withdrawls: Qty Received
CK_UMKUM,QUAN,000015,000003,Quantity Posted to Previous Period
CK_UMKUM_A,QUAN,000015,000003,Amount Posted to Prior Period - Settled
CK_VNKUM,QUAN,000015,000003,Consumption Quantity
CK_VPKUM,QUAN,000015,000003,Other Inward/Outward Mvmnts: Total Qty
CK_VPPOPO,QUAN,000015,000003,Base Qty from Subsequent Adjustments
CK_ZUKUM,QUAN,000015,000003,Receipt Quantity of Per.
CK_ZUKUM_A,QUAN,000015,000003,Receipts: Qty Received in Period (Stld)
CRMS4_REFOBJ_COUNTER,NUMC,000008,000000,Reference Object Counter
FM_KENNZIF,NUMC,000008,000000,Reference Number
RSDATAPID,NUMC,000006,000000,Data packet number
TAX_POSNR,NUMC,000006,000000,Document item number for tax document.
WINCPO,NUMC,000006,000000,Item No. Increment
NSDM_YEARMONTH,NUMC,000006,000000,Year & Month
NSDM_YEARQUARTER,NUMC,000005,000000,Year & Quarter
NSDM_YEARWEEK,NUMC,000006,000000,Year & Week
QAUFBDAUER,DEC,000005,000000,Strge Duration/Days
TREND_ALL,NUMC,000004,000000,Trend Factor
VPLPR,CURR,000011,000002,PreviousPlannedPrice
W_VZEPE,DEC,000005,000000,Price unit DC
AEDTZ,NUMC,000003,000000,Counter
BASWR,CURR,000011,000002,Tax base amount
BORESVAL,CURR,000011,000002,Restriction value
CK_EIPRICE,CURR,000011,000002,Price for Ending Inv
CK_LPLPR,CURR,000011,000002,Current Planned Prc.
CK_PVPRS_1,CURR,000011,000002,Periodic Unit Price
LWERT,CURR,000011,000002,Gross Value
NETWR_ESSR,CURR,000011,000002,Net Value
QMWERT,CURR,000011,000002,Avg. nonconformity
DISCONTINUED_TIME,TIMS,000006,000000,Discontinuation Time
FCLM_BAM_CUTOFF_TIME_C,TIMS,000006,000000,Cut-Off Time Cross Border
FCLM_BAM_CUTOFF_TIME_D,TIMS,000006,000000,Cut-Off Time Domestic
NRIVBUFFER,NUMC,000008,000000,No. of Numbers in Buffer
PRKUM,QUAN,000013,000003,Cum.forecast result
PRROS,QUAN,000013,000003,Sale rate
PRWOG,QUAN,000013,000003,Forecast: Upper limit
PRWUG,QUAN,000013,000003,Forecast: Lower limit
W_AUFSG,CURR,000011,000002,Warehouse markup
W_EKPNN,CURR,000011,000002,Net/net purch. price
W_SPABR,CURR,000011,000002,Gross wrh margin
W_SPANE,CURR,000011,000002,Net warehouse margin
CMPRE,CURR,000011,000002,Credit Price
CO_MES_SECOND_CONF_QTY,QUAN,000013,000003,Rework Quantity (ME)
CY_DELTAEN,QUAN,000013,000003,Finish Date Delta
CY_DELTAST,QUAN,000013,000003,Start Delt
DKMPMG,QUAN,000013,000003,Average CompQuantity
LBKUM_MSEG,QUAN,000013,000003,Valuated stock
RLWRT,CURR,000015,000002,Total val. upon release
SSTN_SUPPLIER_TOTAL_REVENUE,CURR,000015,000002,Total Revenue of Supplier
SSTN_SUPPLIER_TOTAL_SPEND,CURR,000015,000002,Total Spend with Supplier
TNDR_ACTP,CURR,000015,000002,Act. Shipment Costs
TNDR_MAXP,CURR,000015,000002,Maximum Price
CMF_OCSCNT,NUMC,000005,000000,No. of OCS Messages
J_3GEMINBE,NUMC,000005,000000,MinUsPeriod - rsctd
KABFO_CM,NUMC,000004,000000,Payment Guarantee
ME_PUR_HUB_ITM_TARGET_VAL,CURR,000015,000002,Item Target Value
SDOK_XPIRE,NUMC,000012,000000,Expir. period (sec.)
/SAPAPO/MVM_MOD_DEL_REG_DAT,DATS,000008,000000,Deletion Date
/SAPAPO/MVM_VER_DEL_REG_DAT,DATS,000008,000000,Deletion Date: Version
/SAPAPO/PDRP_SEAS_PULL_THRES,DEC,000031,000014,Daily Forecast Difference Threshold
CMF_NR,NUMC,000012,000000,Number
CRMS4_CONT_END,DEC,000015,000000,Contract End Date
CRMS4_CONT_START_TS_DATE,DEC,000015,000000,Start of Contract Time Slice
FCLM_BAM_REQ_ID,NUMC,000012,000000,Request ID
FINS_PAR_DABRBEZ,DATS,000008,000000,Partner Reference Date
MAXAUMETYP,DEC,000015,000000,Max. no. picking
NA_CMF_NR,NUMC,000012,000000,Number
TRTIM_KK,TIMS,000006,000000,Transfer Time
WKA_PERCENT,DEC,000005,000002,WKA percentage rate
WT_EXRT,DEC,000005,000002,Exemption Rate
AKPRZ,DEC,000005,000002,Depreciation %
BP_PROZBAT,DEC,000005,000002,Usage in %
E_VSCHLKNDTI,TIMS,000006,000000,Time customer
TDD_REQ_DATE_ROUTINE_NMBR,NUMC,000007,000000,Routine Number
VCM_VERSION_NUMBER,NUMC,000010,000000,Version of Value Chain
/SAPAPO/PDRP_SEAS_PULL_PCTHRES,DEC,000005,000001,Percentage Threshold for Forecast Diff.
CRMS4_SRQ_WORK_DURA,DEC,000008,000002,Work Duration of Service Transaction
ICO_VGPOS,NUMC,000006,000000,Intercompany Reference Document Item
ILOM_LEVEL_KZ,NUMC,000002,000000,Identifying Level
FAA_DEPR_AREA,NUMC,000002,000000,Depreciation Area
LE_SHP_FLEXNUM_ROUTINE_NO,NUMC,000007,000000,Flexible Routine Number
FIS_JAHRPER_CONV,NUMC,000007,000000,Fiscal Year Period
HRYLEVEL,NUMC,000006,000000,Hierarchy Level
HRYSEQNBR,NUMC,000006,000000,Hierarchy Sequence Number
QDIVISIONINT,NUMC,000004,000000,Internal Division ID
TDD_PRCG_DATE_ROUTINE_NMBR,NUMC,000007,000000,Routine Number
WB2_ACTUAL_SETTLEMENT_DATE,DATS,000008,000000,Actual Settlement Date
/CPD/RM_EST_DELAY,INT4,000010,000000,Schedule Delay (Days)
/DMBE/EM_OPTION_OF_SD_CONTRACT,NUMC,000006,000000,Option of SD Item
/PICM/PLAN_VERSION,NUMC,000002,000000,Plan Version
/PICM/PROBABILITY,DEC,000005,000002,Probability
CRMS4_NUMBER_INT,NUMC,000006,000000,Item Number in Document
ILOM_LEVEL_KZ2,NUMC,000002,000000,Second Identifying Level
FCLM_REVISION,NUMC,000004,000000,Revision Number
LWSTS,CURR,000023,000002,Tax in Reporting Currency
NSDM_YEARDAY,NUMC,000007,000000,Year & Day
PLNVERSN_SOURCE_PLNKN,NUMC,000008,000000,Src. Task list node
PLNVERSN_SOURCE_ZKRIZ,NUMC,000007,000000,Src. Assgnment No.
PLNVERSN_SOURCE_ZUONR,NUMC,000008,000000,Src. Allocation no.
QCHARGROUP_CREF,NUMC,000004,000000,Source Characteristic
RFM_VAS_ITMGRP_SD_INCRMT,NUMC,000003,000000,VAS Item Grp Increment
RSM_DE_TEAMCATEG_ATTR_POSITION,NUMC,000003,000000,Responsibility Definition Position
SRS_ID,INT4,000010,000000,SRS Identifier
VCHCLF_CSTIC_ID,NUMC,000010,000000,Characteristic
CAPPED_NET_AMOUNT_ALERT_THLD,NUMC,000003,000000,Cap Notification Threshold
CLS_RUN_ID,RAW,000016,000000,UUID of Financial Closing Run
CRMS4_REF_INHOUSE_REPAIR_ITEM,NUMC,000006,000000,Reference In-House Repair Item
CRMS4_REF_SOLO_NUMBER_INT,NUMC,000006,000000,Item Number in Referenced Solution Order
CRMS4_SOLO_NUMBER_INT,NUMC,000006,000000,Solution Order Item
CROSSITEM_PRC_DATE,DATS,000008,000000,Cross-Item Pricing Date
DSCONTD_SOURCE_ITEM,NUMC,000006,000000,Source Item
FCO_MAIN_SRVDOC_ITEM_ID,NUMC,000006,000000,Reference Service Document Item
FOLLOW_UP_ITEM,NUMC,000006,000000,Follow-Up Item
NSDM_HEADER_COUNTER,INT4,000010,000000,Material Document Counter
PBD_ITEM_ID,NUMC,000006,000000,Preliminary Billing Document Item
TDD_VALD_TO_DATE_ROUTINE_NMBR,NUMC,000007,000000,Routine Number
WB2_REF_SETTLEMENT_DATE_SEQ_ID,NUMC,000001,000000,Ref. Settlement Date - Sequential ID
WB2_SETTLEMENT_DATE_SEQ_ID,NUMC,000001,000000,Settlement Date - Sequential ID
WRF_POTB_RES_VALUE,CURR,000017,000002,Reserved Budget
WRF_POTB_SPECIAL_VALUE,CURR,000017,000002,Special Release Budget
CRMS4_AUTO_RENEW_EXTEN_DURA,QUAN,000013,000000,Contract Extension
CRMS4_AUTO_RENEW_PERIOD_DURA,QUAN,000013,000000,Auto Renewal Period
CRMS4_SRQ_WORK_DURA_2,DEC,000013,000000,Work Duration of Service Transaction
DMS_VERSION_LIMIT,NUMC,000002,000000,Version Limit
MDC_PROCESS_PREDECESSOR_ID,NUMC,000012,000000,Previous Process ID
MDC_PROCESS_STEP_FINISHED,DEC,000015,000000,Process Step completed at
MDC_PROCESS_STEP_STARTED,DEC,000015,000000,Process Step started at
FSH_OS_ID,NUMC,000004,000000,Order Scheduling Group ID
NTSNUMBER,NUMC,000008,000000,National Tax Service Registration Number
HP_ATTRIBUTE_SEQNO,NUMC,000004,000000,Sequence Number
SWW_RETCNT,NUMC,000002,000000,Repeat counter for WIs with errors
/CPD/PFP_PLAN_VERSION,NUMC,000002,000000,Plan Version
APOQUANDIVISOR,DEC,000005,000000,Denominator
APOQUANFACTOR,DEC,000005,000000,Numerator
CK_FEH_ANK,INT4,000010,000000,Messages in Costing
CRMS4_GI_QUANTITY,QUAN,000015,000003,Goods Issue Quantity
DATA_TEMPERATURE,DATS,000008,000000,Data Aging Filter
DE_CWTOLEHI,DEC,000003,000001,Upper Tolerance Limit for Error Message
DE_CWTOLELO,DEC,000003,000001,Lower Tolerance Limit for Error Message
DE_CWTOLWHI,DEC,000003,000001,Upper Tolerance Limit for Warning Mess.
DE_CWTOLWLO,DEC,000003,000001,Lower Tolerance Limit for Warning Mess.
FCO_AVC_USAGE_RATE_NOTIF_FIRST,DEC,000005,000002,Usage Rate before First Notif
FCO_AVC_USAGE_RATE_NOTIF_NEXT,DEC,000005,000002,Usage Incrmt for Next Notif
QALT_ALT_QUANTITY,QUAN,000013,000003,Partial Lot Alternative Quantity
/CPD/RM_EST_COST,CURR,000015,000002,Estimated Cost Impact
/CWM/CONSUMPTION_QTY,QUAN,000031,000014,Consumption Quantity in PUoM
/CWM/STOCK_QTY,QUAN,000031,000014,Stock Quantity in PUoM
FINS_THRESHOLD_DAY,INT2,000005,000000,Threshold in Days
NSDM_ANALYTIC_PRICE,DEC,000031,000014,Analytical Price of one BUoM
NSDM_CONSUMPTION_QTY,QUAN,000031,000014,Consumption Quantity
NSDM_CONSUMPTION_VALUE,DEC,000031,000014,Analytical Value of Consumption Qty
NSDM_STOCK_QTY,QUAN,000031,000014,Stock Quantity
NSDM_STOCK_VALUE,DEC,000031,000014,Analytical Value of Warehouse Stock
RFM_PRIORITY,NUMC,000002,000000,Priority
/CPD/PFP_THRESHOLD_VALUE,NUMC,000002,000000,PoC Threshold value
/DMBE/EM_COMPONENT_FOR,NUMC,000004,000000,Mixed Product Main Detail Number
/DMBE/EM_OPTIONALITY_FOR,NUMC,000004,000000,Optionality for
/DMBE/EM_OPTIONALITY_KEY,NUMC,000004,000000,Detail Number
WFD_EMPLYMT_PERCENT,DEC,000005,000002,Employment Percentage
WFD_MANAGER_WORK_ASSGMT,NUMC,000008,000000,Manager Assignment ID
WFD_START_DATE,DATS,000008,000000,Start Date
WFD_WEEKLY_WRKG_DAYS,DEC,000004,000002,Working Days (Week)
WFD_WEEKLY_WRKG_HRS,DEC,000005,000002,Working Hours (Week)
WFD_WORKFORCE_ASSGMT,NUMC,000008,000000,WorkForce Assignment ID
/PICM/EST_COST,CURR,000017,000002,Estimated Cost
/PICM/EST_DELAY,INT4,000010,000000,Estimated Delay
/SAPAPO/AVGPROD_PERBIN,DEC,000012,000002,Average Qty of Product per Storage Bin
/SAPAPO/BRIDGE_MAX_SLOPE,DEC,000005,000002,Maximum Slope for Bridges [°]
/SAPAPO/BRIDGE_TRESH,DEC,000005,000002,Bridge Threshold [%]
/SAPAPO/EOQHOR,DEC,000003,000000,EOQ Period in Days
/SAPAPO/EOQHORVCP,DEC,000003,000000,EOQ Period in Days VCL
/SAPAPO/MAX_TSL,INT4,000010,000000,Maximum Gross Demand in Periods TSL
/SAPAPO/OVERHANG_TRESH,DEC,000005,000002,Overhang Threshold [%]
/SAPAPO/REPAIR_LATE_COVER_COST,DEC,000013,000003,Costs of Late Reqt Cov. per Prod./Period
/SAPAPO/REPAIR_RETURNS_PRCT,DEC,000004,000001,Yield of Repairable Products in Percent
/SAPAPO/RETURNS_PRCT,DEC,000004,000001,Good Quantity  Returned Prod In Percent
/SAPAPO/RUSHORD,DEC,000015,000003,OrderType-Dep. Portion of Safety Stock
/SAPAPO/SRVBEN,DEC,000010,000002,Saving per Prevented Loss
/SAPAPO/TSL_SHIFT,INT4,000010,000000,Additional Gross Demand in Periods TSL
/SAPAPO/UNSRV_RETURNS_TIME,DEC,000003,000000,Return Time for Unserviceable Products
/SRMSMC/DATE,DATS,000008,000000,Date
AUFPL_CH,NUMC,000010,000000,Task List No. Oper.
BP_GRADE_METH_PERMITTED_PERIOD,NUMC,000005,000000,Permitted Period
CDRAWSTRINGN,RSTR,000000,000000,New RAWSTRING Value
CDRAWSTRINGO,RSTR,000000,000000,Old RAWSTRING Value
IMRC_MTMAX,FLTP,000016,000016,Upper Measurement Tolerance
IMRC_MTMIN,FLTP,000016,000016,Lower Measurement Tolerance
J_1BNIRE,NUMC,000011,000000,NIRE ID
J_1BRIC,NUMC,000011,000000,RIC Number
FAA_MD_BVP,DEC,000016,000013,Percentage
FCLM_BAM_TAR_AMT_MAX,CURR,000023,000002,Target Balance
FCLM_BAM_TAR_AMT_MIN,CURR,000023,000002,Minimum Target Amount
FCLM_BAM_TRANS_AMT_MAX,CURR,000023,000002,Maximum Transfer Amount
FCLM_BAM_TRANS_AMT_MIN,CURR,000023,000002,Minimum Transfer Amount
FCO_PAR_AUFPS,NUMC,000004,000000,Partner Order Item Number
MDC_PROCESS_CONFIG_UUID,RAW,000016,000000,Process Configuration UUID
MDC_PROCESS_ID,NUMC,000012,000000,Process ID
MDC_PROCESS_STEP_NO,NUMC,000004,000000,Process Step Number
FSH_CRITICAL_LEVEL,DEC,000002,000000,Critical Level
QPPANZPRUE,INT4,000010,000000,No. Insp.Pt.Insp.
QPRIO_PUNKTE,INT4,000010,000000,Priority Points
QPRS_ANLZT,TIMS,000006,000000,Time
RESP_EMPL,NUMC,000008,000000,Employee Responsible
SALES_EMPL,NUMC,000008,000000,Sales Employee
SICHZ_TRM,DEC,000006,000003,Sched.flt after prod
VFPRC_NUMERATOR,DEC,000010,000000,Numerator
VORGZ_TRM,DEC,000006,000003,Schd.flt before prod
WA_WALNR,NUMC,000010,000000,WALE number
WRPACKETSIZE,INT4,000010,000000,Packet Size
W_NVKP_WALE,CURR,000011,000002,Standard sales price
W_VABGP,CURR,000011,000002,DC price
/SAPAPO/CRES_REF_PROCTIME,INT4,000010,000000,Ref. Op. Duration
/VSO/M_IPAL_NO_LYR,NUMC,000002,000000,No.Layers Int.Pallet
CO_GLUPP,TIMS,000006,000000,Finish time
CO_GLUPS,TIMS,000006,000000,Sched. finish time
CO_GSUPP,TIMS,000006,000000,Start time
CO_GSUPS,TIMS,000006,000000,Sched. start time
CO_PENDT,TIMS,000006,000000,Finish
CRES_BASE_RATE,QUAN,000013,000003,No. Units of Measure
CRES_RATE_TIME,QUAN,000005,000002,Number of Time Units
KZTER_CM,NUMC,000007,000000,Payment Guarantee
MSR_DOC_ITEM,NUMC,000010,000000,Document Item
PCOPA_CE4KEY,NUMC,000010,000000,Partner Key CE4
PDBIS,DATS,000008,000000,To Period
PDVON,DATS,000008,000000,From Period
QPRS_AENZT,TIMS,000006,000000,System Time of Sample Change
RKE_DBSTMP,DEC,000016,000000,Start time
RKE_TSTMP,DEC,000016,000000,Time (GMT)
ACE_HZSTMP_OBSOLETE,DEC,000016,000000,Time Added
CRMT_AUI_STATUS,NUMC,000004,000000,Status
EV_WEIGHTD,DEC,000008,000000,POC Weight
KOLNR_INOPERATIVE,NUMC,000003,000000,Obsolete
FCLM_NODE_LEVEL,NUMC,000006,000000,Node Level
